Date,Region,Crop_Type,Pest_Type,Severity,Treatment,Health_Status
2023-9-20,Kaifeng,rice,aphids,moderate,crop_removal,affected
2023-9-20,Anyang,rice,none,severe,none,affected
2023-9-20,Nanyang,rice,blight,mild,none,dead
2023-9-21,Zhengzhou,corn,blight,severe,crop_removal,healthy
2023-9-21,Luoyang,wheat,aphids,mild,crop_removal,healthy
2023-9-21,Kaifeng,corn,borer,severe,crop_removal,affected
2023-9-21,Anyang,corn,aphids,severe,none,healthy
2023-9-21,Nanyang,wheat,aphids,moderate,none,healthy
2023-9-22,Zhengzhou,corn,none,moderate,none,dead
2023-9-22,Luoyang,corn,blight,moderate,crop_removal,healthy
2023-9-22,Kaifeng,rice,blight,severe,crop_removal,dead
2023-9-22,Anyang,corn,blight,mild,crop_removal,healthy
2023-9-22,Nanyang,rice,borer,mild,none,affected
2023-9-23,Zhengzhou,wheat,blight,mild,pesticide_spraying,dead
2023-9-23,Luoyang,rice,aphids,moderate,pesticide_spraying,dead
2023-9-23,Kaifeng,wheat,none,mild,crop_removal,healthy
2023-9-23,Anyang,rice,none,mild,pesticide_spraying,dead
2023-9-23,Nanyang,corn,borer,mild,pesticide_spraying,healthy
2023-9-24,Zhengzhou,rice,borer,mild,crop_removal,dead
2023-9-24,Luoyang,wheat,blight,severe,none,affected
2023-9-24,Kaifeng,corn,aphids,mild,pesticide_spraying,healthy
2023-9-24,Anyang,rice,none,mild,none,dead
2023-9-24,Nanyang,corn,blight,moderate,crop_removal,affected
2023-9-25,Zhengzhou,corn,borer,mild,none,affected
2023-9-25,Luoyang,wheat,blight,moderate,crop_removal,affected
2023-9-25,Kaifeng,corn,borer,severe,none,healthy
2023-9-25,Anyang,wheat,aphids,mild,crop_removal,dead
2023-9-25,Nanyang,corn,blight,severe,none,dead
2023-9-26,Zhengzhou,rice,blight,mild,crop_removal,affected
2023-9-26,Luoyang,wheat,aphids,severe,none,affected
2023-9-26,Kaifeng,wheat,blight,severe,none,affected
2023-9-26,Anyang,corn,blight,severe,none,dead
2023-9-26,Nanyang,rice,none,severe,pesticide_spraying,dead
2023-9-27,Zhengzhou,corn,borer,mild,pesticide_spraying,affected
2023-9-27,Luoyang,wheat,borer,mild,crop_removal,affected
2023-9-27,Kaifeng,wheat,blight,severe,none,healthy
2023-9-27,Anyang,wheat,borer,moderate,crop_removal,healthy
2023-9-27,Nanyang,wheat,borer,mild,none,healthy
2023-9-28,Zhengzhou,wheat,none,severe,crop_removal,affected
2023-9-28,Luoyang,corn,none,severe,crop_removal,healthy
2023-9-28,Kaifeng,rice,none,moderate,pesticide_spraying,affected
2023-9-28,Anyang,wheat,borer,severe,none,healthy
2023-9-28,Nanyang,corn,blight,moderate,none,dead
2023-9-29,Zhengzhou,rice,aphids,severe,pesticide_spraying,dead
2023-9-29,Luoyang,wheat,aphids,moderate,crop_removal,dead
2023-9-29,Kaifeng,rice,none,severe,none,affected
2023-9-29,Anyang,wheat,borer,severe,none,affected
2023-9-29,Nanyang,rice,borer,mild,pesticide_spraying,healthy
2023-9-30,Zhengzhou,rice,none,severe,pesticide_spraying,dead
2023-9-30,Luoyang,wheat,borer,mild,pesticide_spraying,affected
2023-9-30,Kaifeng,rice,none,moderate,crop_removal,dead
2023-9-30,Anyang,wheat,aphids,moderate,none,healthy
2023-9-30,Nanyang,wheat,blight,mild,none,dead
2023-10-1,Zhengzhou,corn,aphids,severe,crop_removal,dead
2023-10-1,Luoyang,wheat,blight,moderate,pesticide_spraying,healthy
2023-10-1,Kaifeng,wheat,aphids,severe,none,dead
2023-10-1,Anyang,rice,borer,severe,crop_removal,dead
2023-10-1,Nanyang,rice,aphids,moderate,none,healthy
2023-10-2,Zhengzhou,wheat,borer,moderate,none,affected
2023-10-2,Luoyang,wheat,borer,mild,none,healthy
2023-10-2,Kaifeng,rice,blight,moderate,none,affected
2023-10-2,Anyang,corn,none,mild,none,affected
2023-10-2,Nanyang,wheat,none,severe,pesticide_spraying,healthy
2023-10-3,Zhengzhou,wheat,borer,mild,pesticide_spraying,affected
2023-10-3,Luoyang,corn,aphids,severe,pesticide_spraying,affected
2023-10-3,Kaifeng,corn,none,mild,crop_removal,dead
2023-10-3,Anyang,rice,blight,moderate,crop_removal,affected
2023-10-3,Nanyang,corn,aphids,severe,none,dead
2023-10-4,Zhengzhou,corn,borer,mild,none,affected
2023-10-4,Luoyang,wheat,aphids,moderate,pesticide_spraying,affected
2023-10-4,Kaifeng,corn,aphids,moderate,pesticide_spraying,affected
2023-10-4,Anyang,wheat,blight,severe,none,affected
2023-10-4,Nanyang,corn,none,severe,pesticide_spraying,dead
2023-10-5,Zhengzhou,corn,borer,severe,pesticide_spraying,healthy
2023-10-5,Luoyang,rice,blight,mild,none,healthy
2023-10-5,Kaifeng,rice,borer,moderate,pesticide_spraying,dead
2023-10-5,Anyang,wheat,blight,mild,none,affected
2023-10-5,Nanyang,rice,aphids,mild,crop_removal,dead
2023-10-6,Zhengzhou,wheat,aphids,moderate,none,affected
2023-10-6,Luoyang,corn,none,severe,crop_removal,affected
2023-10-6,Kaifeng,wheat,blight,moderate,none,healthy
2023-10-6,Anyang,rice,aphids,severe,crop_removal,healthy
2023-10-6,Nanyang,wheat,blight,severe,none,dead
2023-10-7,Zhengzhou,wheat,blight,severe,pesticide_spraying,dead
2023-10-7,Luoyang,wheat,borer,moderate,crop_removal,dead
2023-10-7,Kaifeng,rice,aphids,severe,pesticide_spraying,affected
2023-10-7,Anyang,wheat,none,moderate,crop_removal,healthy
2023-10-7,Nanyang,wheat,none,moderate,none,dead
2023-10-8,Zhengzhou,wheat,borer,mild,none,affected
2023-10-8,Luoyang,corn,none,mild,pesticide_spraying,healthy
2023-10-8,Kaifeng,corn,borer,moderate,crop_removal,dead
2023-10-8,Anyang,rice,aphids,mild,pesticide_spraying,healthy
2023-10-8,Nanyang,rice,aphids,severe,none,healthy
2023-10-9,Zhengzhou,corn,blight,mild,crop_removal,healthy
2023-10-9,Luoyang,corn,aphids,severe,crop_removal,affected
2023-10-9,Kaifeng,wheat,borer,mild,none,affected
2023-10-9,Anyang,rice,blight,severe,crop_removal,affected
2023-10-9,Nanyang,wheat,blight,severe,pesticide_spraying,healthy
2023-10-10,Zhengzhou,corn,blight,mild,none,healthy
2023-10-10,Luoyang,rice,blight,severe,crop_removal,dead
2023-10-10,Kaifeng,rice,aphids,moderate,none,dead
2023-10-10,Anyang,rice,borer,mild,none,healthy
2023-10-10,Nanyang,corn,blight,severe,none,healthy
2023-10-11,Zhengzhou,rice,borer,mild,crop_removal,dead
2023-10-11,Luoyang,wheat,aphids,mild,crop_removal,affected
2023-10-11,Kaifeng,corn,aphids,mild,crop_removal,healthy
2023-10-11,Anyang,wheat,aphids,moderate,none,dead
2023-10-11,Nanyang,rice,none,moderate,crop_removal,healthy
2023-10-12,Zhengzhou,rice,none,moderate,none,healthy
2023-10-12,Luoyang,rice,borer,mild,pesticide_spraying,dead
2023-10-12,Kaifeng,rice,blight,moderate,crop_removal,healthy
2023-10-12,Anyang,rice,aphids,severe,pesticide_spraying,affected
2023-10-12,Nanyang,corn,borer,severe,pesticide_spraying,healthy
2023-10-13,Zhengzhou,corn,none,severe,pesticide_spraying,dead
2023-10-13,Luoyang,rice,none,mild,none,affected
2023-10-13,Kaifeng,wheat,borer,moderate,crop_removal,affected
2023-10-13,Anyang,corn,borer,mild,pesticide_spraying,healthy
2023-10-13,Nanyang,rice,blight,severe,pesticide_spraying,healthy
2023-10-14,Zhengzhou,rice,none,moderate,crop_removal,dead
2023-10-14,Luoyang,rice,blight,moderate,pesticide_spraying,affected
2023-10-14,Kaifeng,wheat,borer,mild,pesticide_spraying,healthy
2023-10-14,Anyang,corn,none,severe,none,healthy
2023-10-14,Nanyang,wheat,borer,severe,pesticide_spraying,dead
2023-10-15,Zhengzhou,rice,borer,severe,crop_removal,dead
2023-10-15,Luoyang,corn,none,moderate,pesticide_spraying,dead
2023-10-15,Kaifeng,wheat,blight,mild,crop_removal,dead
2023-10-15,Anyang,wheat,none,mild,pesticide_spraying,affected
2023-10-15,Nanyang,corn,none,moderate,none,healthy
2023-10-16,Zhengzhou,rice,aphids,severe,none,dead
2023-10-16,Luoyang,rice,aphids,mild,none,healthy
2023-10-16,Kaifeng,wheat,aphids,severe,crop_removal,dead
2023-10-16,Anyang,wheat,blight,moderate,none,affected
2023-10-16,Nanyang,wheat,aphids,moderate,none,affected
2023-10-17,Zhengzhou,corn,aphids,severe,none,affected
2023-10-17,Luoyang,corn,borer,moderate,none,dead
2023-10-17,Kaifeng,rice,blight,severe,none,healthy
2023-10-17,Anyang,corn,none,severe,none,dead
2023-10-17,Nanyang,wheat,blight,severe,pesticide_spraying,dead
2023-10-18,Zhengzhou,rice,blight,mild,pesticide_spraying,affected
2023-10-18,Luoyang,corn,aphids,moderate,crop_removal,affected
2023-10-18,Kaifeng,corn,aphids,mild,crop_removal,healthy
2023-10-18,Anyang,wheat,borer,moderate,none,affected
2023-10-18,Nanyang,corn,borer,severe,none,affected
2023-10-19,Zhengzhou,wheat,none,severe,crop_removal,dead
2023-10-19,Luoyang,corn,aphids,mild,pesticide_spraying,dead
2023-10-19,Kaifeng,wheat,blight,moderate,none,affected
2023-10-19,Anyang,corn,none,mild,pesticide_spraying,affected
2023-10-19,Nanyang,rice,aphids,mild,none,healthy
2023-10-20,Zhengzhou,wheat,blight,moderate,crop_removal,dead
2023-10-20,Luoyang,corn,blight,mild,pesticide_spraying,healthy
2023-10-20,Kaifeng,corn,blight,severe,pesticide_spraying,affected
2023-10-20,Anyang,rice,aphids,mild,none,dead
2023-10-20,Nanyang,wheat,aphids,mild,none,healthy
2023-10-21,Zhengzhou,rice,aphids,moderate,none,dead
2023-10-21,Luoyang,corn,borer,moderate,crop_removal,affected
2023-10-21,Kaifeng,rice,aphids,moderate,none,dead
2023-10-21,Anyang,wheat,none,severe,crop_removal,dead
2023-10-21,Nanyang,rice,blight,mild,crop_removal,dead
2023-10-22,Zhengzhou,wheat,blight,severe,crop_removal,healthy
2023-10-22,Luoyang,rice,none,severe,none,dead
2023-10-22,Kaifeng,rice,borer,mild,crop_removal,healthy
2023-10-22,Anyang,wheat,aphids,severe,crop_removal,dead
2023-10-22,Nanyang,rice,borer,severe,none,affected
2023-10-23,Zhengzhou,rice,borer,mild,crop_removal,healthy
2023-10-23,Luoyang,wheat,aphids,mild,pesticide_spraying,dead
2023-10-23,Kaifeng,wheat,blight,severe,pesticide_spraying,affected
2023-10-23,Anyang,wheat,borer,moderate,crop_removal,healthy
2023-10-23,Nanyang,wheat,borer,moderate,pesticide_spraying,affected
2023-10-24,Zhengzhou,rice,blight,moderate,crop_removal,dead
2023-10-24,Luoyang,corn,borer,severe,crop_removal,dead
2023-10-24,Kaifeng,wheat,none,severe,crop_removal,healthy
2023-10-24,Anyang,corn,aphids,moderate,none,affected
2023-10-24,Nanyang,wheat,aphids,severe,pesticide_spraying,dead
2023-10-25,Zhengzhou,wheat,blight,moderate,none,healthy
2023-10-25,Luoyang,rice,aphids,moderate,none,healthy
2023-10-25,Kaifeng,corn,borer,mild,crop_removal,healthy
2023-10-25,Anyang,rice,blight,mild,none,dead
2023-10-25,Nanyang,wheat,none,moderate,crop_removal,dead
2023-10-26,Zhengzhou,corn,none,mild,pesticide_spraying,healthy
2023-10-26,Luoyang,corn,borer,moderate,crop_removal,affected
2023-10-26,Kaifeng,corn,aphids,moderate,none,affected
2023-10-26,Anyang,wheat,aphids,moderate,none,healthy
2023-10-26,Nanyang,rice,blight,severe,pesticide_spraying,healthy
2023-10-27,Zhengzhou,corn,none,severe,none,dead
2023-10-27,Luoyang,rice,aphids,mild,pesticide_spraying,affected
2023-10-27,Kaifeng,rice,borer,mild,pesticide_spraying,healthy
2023-10-27,Anyang,wheat,aphids,severe,crop_removal,dead
2023-10-27,Nanyang,rice,borer,mild,pesticide_spraying,healthy
2023-10-28,Zhengzhou,corn,blight,severe,none,affected
2023-10-28,Luoyang,rice,aphids,severe,crop_removal,dead
2023-10-28,Kaifeng,rice,blight,severe,crop_removal,affected
2023-10-28,Anyang,corn,blight,severe,crop_removal,healthy
2023-10-28,Nanyang,corn,borer,mild,pesticide_spraying,healthy
2023-10-29,Zhengzhou,corn,borer,severe,none,healthy
2023-10-29,Luoyang,corn,none,severe,none,healthy
2023-10-29,Kaifeng,corn,borer,mild,pesticide_spraying,healthy
2023-10-29,Anyang,wheat,aphids,moderate,none,healthy
2023-10-29,Nanyang,wheat,none,mild,none,affected
2023-10-30,Zhengzhou,corn,borer,severe,crop_removal,healthy
2023-10-30,Luoyang,corn,aphids,mild,crop_removal,healthy
2023-10-30,Kaifeng,corn,aphids,mild,none,affected
2023-10-30,Anyang,wheat,aphids,moderate,crop_removal,healthy
2023-10-30,Nanyang,rice,none,moderate,pesticide_spraying,dead
2023-10-31,Zhengzhou,corn,none,severe,pesticide_spraying,healthy
2023-10-31,Luoyang,rice,none,moderate,none,healthy
2023-10-31,Kaifeng,rice,aphids,severe,pesticide_spraying,affected
2023-10-31,Anyang,wheat,aphids,moderate,none,dead
2023-10-31,Nanyang,corn,aphids,mild,pesticide_spraying,healthy
2023-11-1,Zhengzhou,corn,none,severe,none,affected
2023-11-1,Luoyang,wheat,none,moderate,pesticide_spraying,dead
2023-11-1,Kaifeng,corn,borer,mild,crop_removal,affected
2023-11-1,Anyang,corn,borer,moderate,crop_removal,dead
2023-11-1,Nanyang,wheat,blight,severe,none,affected
2023-11-2,Zhengzhou,wheat,aphids,moderate,pesticide_spraying,healthy
2023-11-2,Luoyang,corn,aphids,mild,pesticide_spraying,dead
2023-11-2,Kaifeng,corn,none,moderate,none,dead
2023-11-2,Anyang,wheat,blight,severe,pesticide_spraying,dead
2023-11-2,Nanyang,corn,none,moderate,pesticide_spraying,healthy
2023-11-3,Zhengzhou,rice,none,severe,crop_removal,dead
2023-11-3,Luoyang,wheat,blight,mild,pesticide_spraying,affected
2023-11-3,Kaifeng,corn,borer,mild,none,dead
2023-11-3,Anyang,rice,blight,mild,none,affected
2023-11-3,Nanyang,corn,blight,severe,none,affected
2023-11-4,Zhengzhou,wheat,aphids,moderate,none,dead
2023-11-4,Luoyang,corn,borer,severe,pesticide_spraying,healthy
2023-11-4,Kaifeng,wheat,none,moderate,crop_removal,dead
2023-11-4,Anyang,corn,none,mild,crop_removal,healthy
2023-11-4,Nanyang,wheat,borer,moderate,pesticide_spraying,dead
2023-11-5,Zhengzhou,wheat,blight,mild,pesticide_spraying,affected
2023-11-5,Luoyang,corn,aphids,moderate,pesticide_spraying,affected
2023-11-5,Kaifeng,rice,borer,moderate,crop_removal,dead
2023-11-5,Anyang,rice,aphids,severe,crop_removal,affected
2023-11-5,Nanyang,rice,blight,mild,none,affected
2023-11-6,Zhengzhou,corn,blight,mild,crop_removal,healthy
2023-11-6,Luoyang,rice,borer,mild,none,affected
2023-11-6,Kaifeng,rice,none,moderate,none,affected
2023-11-6,Anyang,wheat,none,moderate,crop_removal,affected
2023-11-6,Nanyang,rice,none,mild,crop_removal,affected
2023-11-7,Zhengzhou,rice,aphids,severe,none,dead
2023-11-7,Luoyang,rice,aphids,moderate,none,dead
2023-11-7,Kaifeng,corn,borer,severe,pesticide_spraying,dead
2023-11-7,Anyang,corn,aphids,mild,none,dead
2023-11-7,Nanyang,wheat,borer,severe,none,dead
2023-11-8,Zhengzhou,rice,aphids,mild,pesticide_spraying,dead
2023-11-8,Luoyang,wheat,borer,mild,crop_removal,affected
2023-11-8,Kaifeng,wheat,aphids,moderate,none,dead
2023-11-8,Anyang,wheat,blight,moderate,crop_removal,dead
2023-11-8,Nanyang,corn,aphids,moderate,pesticide_spraying,affected
2023-11-9,Zhengzhou,wheat,borer,moderate,pesticide_spraying,affected
2023-11-9,Luoyang,rice,aphids,mild,none,dead
2023-11-9,Kaifeng,rice,blight,moderate,none,healthy
2023-11-9,Anyang,corn,borer,severe,crop_removal,dead
2023-11-9,Nanyang,wheat,aphids,moderate,pesticide_spraying,dead
2023-11-10,Zhengzhou,wheat,borer,moderate,none,healthy
2023-11-10,Luoyang,corn,blight,moderate,pesticide_spraying,affected
2023-11-10,Kaifeng,corn,borer,mild,crop_removal,healthy
2023-11-10,Anyang,corn,blight,moderate,crop_removal,affected
2023-11-10,Nanyang,rice,none,severe,pesticide_spraying,affected
2023-11-11,Zhengzhou,rice,borer,moderate,pesticide_spraying,dead
2023-11-11,Luoyang,rice,borer,moderate,crop_removal,affected
2023-11-11,Kaifeng,corn,none,severe,pesticide_spraying,affected
2023-11-11,Anyang,corn,aphids,mild,none,dead
2023-11-11,Nanyang,wheat,borer,severe,pesticide_spraying,dead
2023-11-12,Zhengzhou,rice,borer,severe,crop_removal,affected
2023-11-12,Luoyang,rice,borer,mild,pesticide_spraying,affected
2023-11-12,Kaifeng,wheat,aphids,mild,crop_removal,dead
2023-11-12,Anyang,rice,aphids,mild,pesticide_spraying,affected
2023-11-12,Nanyang,rice,borer,moderate,pesticide_spraying,affected
2023-11-13,Zhengzhou,rice,blight,moderate,none,affected
2023-11-13,Luoyang,wheat,borer,mild,crop_removal,healthy
2023-11-13,Kaifeng,corn,borer,severe,none,affected
2023-11-13,Anyang,corn,blight,moderate,pesticide_spraying,affected
2023-11-13,Nanyang,rice,blight,moderate,pesticide_spraying,healthy
2023-11-14,Zhengzhou,corn,blight,moderate,pesticide_spraying,healthy
2023-11-14,Luoyang,corn,blight,mild,crop_removal,dead
2023-11-14,Kaifeng,corn,blight,severe,pesticide_spraying,affected
2023-11-14,Anyang,wheat,aphids,mild,none,dead
2023-11-14,Nanyang,wheat,aphids,mild,none,affected
2023-11-15,Zhengzhou,rice,none,mild,none,healthy
2023-11-15,Luoyang,rice,borer,moderate,pesticide_spraying,healthy
2023-11-15,Kaifeng,rice,none,severe,crop_removal,healthy
2023-11-15,Anyang,rice,aphids,mild,none,dead
2023-11-15,Nanyang,corn,blight,moderate,none,dead
2023-11-16,Zhengzhou,rice,none,severe,crop_removal,healthy
2023-11-16,Luoyang,corn,none,mild,crop_removal,healthy
2023-11-16,Kaifeng,corn,aphids,severe,crop_removal,healthy
2023-11-16,Anyang,rice,aphids,moderate,crop_removal,healthy
2023-11-16,Nanyang,wheat,none,moderate,crop_removal,affected
2023-11-17,Zhengzhou,wheat,borer,moderate,none,affected
2023-11-17,Luoyang,corn,blight,moderate,crop_removal,dead
2023-11-17,Kaifeng,wheat,borer,moderate,crop_removal,dead
2023-11-17,Anyang,corn,aphids,moderate,pesticide_spraying,affected
2023-11-17,Nanyang,corn,none,moderate,none,healthy
2023-11-18,Zhengzhou,corn,aphids,moderate,crop_removal,affected
2023-11-18,Luoyang,corn,borer,moderate,none,affected
2023-11-18,Kaifeng,rice,blight,moderate,pesticide_spraying,affected
2023-11-18,Anyang,corn,blight,moderate,pesticide_spraying,dead
2023-11-18,Nanyang,corn,borer,severe,none,healthy
2023-11-19,Zhengzhou,wheat,aphids,mild,none,affected
2023-11-19,Luoyang,rice,none,mild,none,dead
2023-11-19,Kaifeng,wheat,borer,moderate,pesticide_spraying,affected
2023-11-19,Anyang,wheat,blight,mild,pesticide_spraying,affected
2023-11-19,Nanyang,corn,blight,severe,none,affected
2023-11-20,Zhengzhou,rice,blight,severe,none,healthy
2023-11-20,Luoyang,rice,borer,moderate,none,dead
2023-11-20,Kaifeng,corn,borer,moderate,pesticide_spraying,dead
2023-11-20,Anyang,corn,borer,severe,none,healthy
2023-11-20,Nanyang,wheat,none,mild,none,dead
2023-11-21,Zhengzhou,wheat,blight,severe,pesticide_spraying,dead
2023-11-21,Luoyang,rice,borer,mild,pesticide_spraying,dead
2023-11-21,Kaifeng,rice,none,moderate,none,affected
2023-11-21,Anyang,corn,blight,mild,crop_removal,affected
2023-11-21,Nanyang,rice,borer,moderate,none,dead
2023-11-22,Zhengzhou,rice,none,mild,crop_removal,affected
2023-11-22,Luoyang,rice,blight,moderate,pesticide_spraying,healthy
2023-11-22,Kaifeng,corn,blight,mild,none,dead
2023-11-22,Anyang,corn,borer,mild,none,affected
2023-11-22,Nanyang,corn,borer,mild,pesticide_spraying,affected
2023-11-23,Zhengzhou,corn,borer,mild,pesticide_spraying,dead
2023-11-23,Luoyang,wheat,aphids,severe,crop_removal,healthy
2023-11-23,Kaifeng,wheat,none,mild,crop_removal,dead
2023-11-23,Anyang,rice,borer,moderate,crop_removal,healthy
2023-11-23,Nanyang,wheat,none,severe,crop_removal,dead
2023-11-24,Zhengzhou,rice,blight,moderate,pesticide_spraying,affected
2023-11-24,Luoyang,corn,borer,moderate,pesticide_spraying,healthy
2023-11-24,Kaifeng,rice,borer,mild,none,healthy
2023-11-24,Anyang,rice,aphids,moderate,pesticide_spraying,affected
2023-11-24,Nanyang,wheat,none,mild,none,affected
2023-11-25,Zhengzhou,corn,borer,mild,crop_removal,dead
2023-11-25,Luoyang,rice,aphids,severe,none,dead
2023-11-25,Kaifeng,rice,borer,moderate,pesticide_spraying,healthy
2023-11-25,Anyang,wheat,borer,mild,pesticide_spraying,dead
2023-11-25,Nanyang,corn,aphids,severe,none,healthy
2023-11-26,Zhengzhou,corn,borer,moderate,none,dead
2023-11-26,Luoyang,rice,none,moderate,pesticide_spraying,dead
2023-11-26,Kaifeng,corn,aphids,moderate,pesticide_spraying,healthy
2023-11-26,Anyang,corn,aphids,severe,pesticide_spraying,dead
2023-11-26,Nanyang,rice,blight,severe,crop_removal,healthy
2023-11-27,Zhengzhou,corn,aphids,mild,none,healthy
2023-11-27,Luoyang,corn,aphids,severe,pesticide_spraying,healthy
2023-11-27,Kaifeng,wheat,aphids,moderate,crop_removal,healthy
2023-11-27,Anyang,wheat,borer,mild,pesticide_spraying,dead
2023-11-27,Nanyang,corn,borer,moderate,pesticide_spraying,affected
2023-11-28,Zhengzhou,corn,borer,moderate,none,affected
2023-11-28,Luoyang,wheat,blight,mild,none,dead
2023-11-28,Kaifeng,rice,blight,severe,pesticide_spraying,healthy
2023-11-28,Anyang,wheat,blight,moderate,pesticide_spraying,dead
2023-11-28,Nanyang,corn,none,mild,pesticide_spraying,healthy
2023-11-29,Zhengzhou,wheat,none,moderate,pesticide_spraying,healthy
2023-11-29,Luoyang,rice,aphids,mild,none,affected
2023-11-29,Kaifeng,rice,none,mild,crop_removal,affected
2023-11-29,Anyang,rice,blight,severe,none,affected
2023-11-29,Nanyang,wheat,none,mild,pesticide_spraying,healthy
2023-11-30,Zhengzhou,corn,blight,mild,crop_removal,affected
2023-11-30,Luoyang,wheat,aphids,severe,none,dead
2023-11-30,Kaifeng,wheat,borer,mild,none,dead
2023-11-30,Anyang,corn,borer,moderate,none,healthy
2023-11-30,Nanyang,corn,blight,severe,crop_removal,dead
2023-12-1,Zhengzhou,corn,blight,mild,crop_removal,dead
2023-12-1,Luoyang,rice,borer,moderate,crop_removal,dead
2023-12-1,Kaifeng,corn,none,moderate,pesticide_spraying,dead
2023-12-1,Anyang,wheat,borer,mild,pesticide_spraying,affected
2023-12-1,Nanyang,corn,borer,severe,none,dead
2023-12-2,Zhengzhou,corn,blight,severe,pesticide_spraying,healthy
2023-12-2,Luoyang,wheat,aphids,moderate,crop_removal,dead
2023-12-2,Kaifeng,rice,none,mild,pesticide_spraying,affected
2023-12-2,Anyang,corn,aphids,moderate,none,healthy
2023-12-2,Nanyang,corn,blight,moderate,crop_removal,healthy
2023-12-3,Zhengzhou,wheat,blight,mild,pesticide_spraying,healthy
2023-12-3,Luoyang,wheat,blight,mild,none,healthy
2023-12-3,Kaifeng,rice,aphids,mild,none,healthy
2023-12-3,Anyang,wheat,blight,mild,pesticide_spraying,affected
2023-12-3,Nanyang,wheat,none,severe,crop_removal,affected
2023-12-4,Zhengzhou,rice,aphids,moderate,none,affected
2023-12-4,Luoyang,rice,blight,mild,crop_removal,affected
2023-12-4,Kaifeng,rice,blight,mild,pesticide_spraying,healthy
2023-12-4,Anyang,rice,borer,mild,none,affected
2023-12-4,Nanyang,rice,none,severe,crop_removal,dead
2023-12-5,Zhengzhou,rice,none,mild,none,affected
2023-12-5,Luoyang,rice,borer,mild,crop_removal,healthy
2023-12-5,Kaifeng,rice,aphids,moderate,pesticide_spraying,affected
2023-12-5,Anyang,rice,borer,severe,crop_removal,healthy
2023-12-5,Nanyang,wheat,blight,moderate,pesticide_spraying,dead
2023-12-6,Zhengzhou,wheat,aphids,moderate,none,healthy
2023-12-6,Luoyang,wheat,none,mild,none,affected
2023-12-6,Kaifeng,corn,blight,mild,crop_removal,dead
2023-12-6,Anyang,corn,aphids,severe,none,healthy
2023-12-6,Nanyang,rice,blight,moderate,crop_removal,affected
2023-12-7,Zhengzhou,rice,blight,severe,pesticide_spraying,affected
2023-12-7,Luoyang,wheat,blight,mild,crop_removal,dead
2023-12-7,Kaifeng,wheat,blight,moderate,pesticide_spraying,affected
2023-12-7,Anyang,wheat,blight,mild,crop_removal,healthy
2023-12-7,Nanyang,wheat,borer,moderate,crop_removal,dead
2023-12-8,Zhengzhou,rice,aphids,mild,crop_removal,affected
2023-12-8,Luoyang,corn,none,mild,none,affected
2023-12-8,Kaifeng,wheat,blight,mild,none,dead
2023-12-8,Anyang,corn,aphids,mild,crop_removal,healthy
2023-12-8,Nanyang,rice,aphids,moderate,none,dead
2023-12-9,Zhengzhou,corn,blight,severe,crop_removal,affected
2023-12-9,Luoyang,wheat,blight,mild,crop_removal,dead
2023-12-9,Kaifeng,rice,blight,moderate,none,affected
2023-12-9,Anyang,wheat,borer,mild,none,healthy
2023-12-9,Nanyang,wheat,borer,mild,none,healthy
2023-12-10,Zhengzhou,rice,none,moderate,pesticide_spraying,affected
2023-12-10,Luoyang,rice,blight,severe,none,dead
2023-12-10,Kaifeng,wheat,blight,moderate,none,dead
2023-12-10,Anyang,rice,blight,mild,crop_removal,dead
2023-12-10,Nanyang,rice,none,moderate,pesticide_spraying,affected
2023-12-11,Zhengzhou,corn,blight,severe,crop_removal,healthy
2023-12-11,Luoyang,rice,aphids,severe,pesticide_spraying,affected
2023-12-11,Kaifeng,wheat,borer,severe,none,healthy
2023-12-11,Anyang,corn,none,mild,pesticide_spraying,healthy
2023-12-11,Nanyang,rice,none,severe,crop_removal,dead
2023-12-12,Zhengzhou,corn,blight,mild,crop_removal,affected
2023-12-12,Luoyang,wheat,aphids,mild,pesticide_spraying,dead
2023-12-12,Kaifeng,corn,blight,severe,none,dead
2023-12-12,Anyang,rice,aphids,moderate,pesticide_spraying,healthy
2023-12-12,Nanyang,wheat,none,mild,none,healthy
2023-12-13,Zhengzhou,corn,aphids,severe,none,affected
2023-12-13,Luoyang,corn,aphids,moderate,none,affected
2023-12-13,Kaifeng,wheat,borer,moderate,pesticide_spraying,healthy
2023-12-13,Anyang,wheat,none,mild,crop_removal,dead
2023-12-13,Nanyang,wheat,none,mild,pesticide_spraying,affected
2023-12-14,Zhengzhou,wheat,blight,moderate,crop_removal,healthy
2023-12-14,Luoyang,wheat,blight,mild,pesticide_spraying,affected
2023-12-14,Kaifeng,rice,blight,moderate,crop_removal,dead
2023-12-14,Anyang,corn,blight,moderate,crop_removal,healthy
2023-12-14,Nanyang,wheat,none,severe,pesticide_spraying,affected
2023-12-15,Zhengzhou,rice,blight,mild,none,affected
2023-12-15,Luoyang,corn,borer,mild,crop_removal,healthy
2023-12-15,Kaifeng,rice,aphids,moderate,pesticide_spraying,healthy
2023-12-15,Anyang,rice,blight,moderate,none,affected
2023-12-15,Nanyang,corn,borer,moderate,crop_removal,dead
2023-12-16,Zhengzhou,rice,blight,moderate,crop_removal,healthy
2023-12-16,Luoyang,rice,aphids,mild,pesticide_spraying,dead
2023-12-16,Kaifeng,wheat,blight,severe,crop_removal,affected
2023-12-16,Anyang,wheat,blight,mild,crop_removal,healthy
